Epochs: 75
------------------------------------------------------------------------
Ep 57 | train_loss 1.3792, acc 0.6157 (13.8s) | val_loss 3.1132, acc 0.3049 (6.1s) | lr 3.756e-04 | updates 1824/4800
Ep 58 | train_loss 1.3817, acc 0.6000 (13.8s) | val_loss 3.0231, acc 0.3049 (5.9s) | lr 3.716e-04 | updates 1856/4800
Ep 59 | train_loss 1.3843, acc 0.6118 (13.8s) | val_loss 3.0747, acc 0.3235 (5.8s) | lr 3.676e-04 | updates 1888/4800
Ep 60 | train_loss 1.3390, acc 0.6176 (13.8s) | val_loss 3.1603, acc 0.2892 (6.0s) | lr 3.635e-04 | updates 1920/4800
Ep 61 | train_loss 1.3041, acc 0.6127 (13.7s) | val_loss 3.1447, acc 0.3176 (6.4s) | lr 3.595e-04 | updates 1952/4800
Ep 62 | train_loss 1.2821, acc 0.6157 (13.8s) | val_loss 3.0944, acc 0.3167 (6.4s) | lr 3.554e-04 | updates 1984/4800
Ep 63 | train_loss 1.2323, acc 0.6451 (13.8s) | val_loss 3.1507, acc 0.3196 (5.8s) | lr 3.514e-04 | updates 2016/4800
Ep 64 | train_loss 1.2430, acc 0.6549 (13.8s) | val_loss 3.2227, acc 0.3088 (6.6s) | lr 3.473e-04 | updates 2048/4800
Ep 65 | train_loss 1.2589, acc 0.6471 (13.8s) | val_loss 3.2224, acc 0.3078 (5.9s) | lr 3.433e-04 | updates 2080/4800
Ep 66 | train_loss 1.2047, acc 0.6520 (13.8s) | val_loss 3.0650, acc 0.3363 (6.1s) | lr 3.393e-04 | updates 2112/4800
Ep 67 | train_loss 1.1607, acc 0.6735 (13.8s) | val_loss 3.1794, acc 0.3196 (5.9s) | lr 3.352e-04 | updates 2144/4800
Ep 68 | train_loss 1.1333, acc 0.6882 (13.7s) | val_loss 3.2246, acc 0.3118 (6.0s) | lr 3.312e-04 | updates 2176/4800
Ep 69 | train_loss 1.1569, acc 0.6814 (13.8s) | val_loss 3.2092, acc 0.2961 (5.8s) | lr 3.271e-04 | updates 2208/4800
Ep 70 | train_loss 1.1290, acc 0.6725 (13.7s) | val_loss 3.2109, acc 0.3206 (5.9s) | lr 3.231e-04 | updates 2240/4800
Ep 71 | train_loss 1.1323, acc 0.6755 (13.7s) | val_loss 3.1834, acc 0.3235 (6.2s) | lr 3.191e-04 | updates 2272/4800
Ep 72 | train_loss 1.0773, acc 0.6912 (13.8s) | val_loss 3.2254, acc 0.3255 (5.9s) | lr 3.150e-04 | updates 2304/4800
Ep 73 | train_loss 1.0226, acc 0.7088 (13.8s) | val_loss 3.2555, acc 0.3186 (5.9s) | lr 3.110e-04 | updates 2336/4800
Ep 74 | train_loss 1.0618, acc 0.7176 (13.7s) | val_loss 3.2351, acc 0.3147 (6.5s) | lr 3.069e-04 | updates 2368/4800
Ep 75 | train_loss 1.0502, acc 0.7127 (13.8s) | val_loss 3.2297, acc 0.3324 (6.4s) | lr 3.029e-04 | updates 2400/4800
Ep 76 | train_loss 1.0082, acc 0.7206 (13.7s) | val_loss 3.2802, acc 0.3029 (6.5s) | lr 2.989e-04 | updates 2432/4800
Ep 77 | train_loss 1.0276, acc 0.7137 (13.8s) | val_loss 3.2381, acc 0.3353 (6.3s) | lr 2.948e-04 | updates 2464/4800
Ep 78 | train_loss 0.9680, acc 0.7392 (13.8s) | val_loss 3.2128, acc 0.3196 (5.7s) | lr 2.908e-04 | updates 2496/4800
Ep 79 | train_loss 0.9446, acc 0.7294 (13.8s) | val_loss 3.2735, acc 0.3265 (6.0s) | lr 2.867e-04 | updates 2528/4800
Ep 80 | train_loss 0.9736, acc 0.7275 (13.8s) | val_loss 3.2870, acc 0.3206 (5.8s) | lr 2.827e-04 | updates 2560/4800
Ep 81 | train_loss 0.9903, acc 0.7314 (13.8s) | val_loss 3.2907, acc 0.3333 (5.9s) | lr 2.787e-04 | updates 2592/4800
Ep 82 | train_loss 0.9289, acc 0.7441 (13.8s) | val_loss 3.3307, acc 0.3275 (5.9s) | lr 2.746e-04 | updates 2624/4800
Ep 83 | train_loss 0.9348, acc 0.7412 (13.7s) | val_loss 3.3841, acc 0.3167 (5.9s) | lr 2.706e-04 | updates 2656/4800
Ep 84 | train_loss 0.9266, acc 0.7490 (13.8s) | val_loss 3.2925, acc 0.3284 (6.5s) | lr 2.665e-04 | updates 2688/4800
Ep 85 | train_loss 0.8336, acc 0.7696 (13.8s) | val_loss 3.2868, acc 0.3265 (5.9s) | lr 2.625e-04 | updates 2720/4800
Ep 86 | train_loss 0.8848, acc 0.7667 (13.7s) | val_loss 3.3810, acc 0.3275 (5.8s) | lr 2.585e-04 | updates 2752/4800
Ep 87 | train_loss 0.8839, acc 0.7588 (13.8s) | val_loss 3.3577, acc 0.3245 (6.3s) | lr 2.544e-04 | updates 2784/4800
Ep 88 | train_loss 0.8161, acc 0.7745 (13.8s) | val_loss 3.3109, acc 0.3304 (5.9s) | lr 2.504e-04 | updates 2816/4800
Ep 89 | train_loss 0.7970, acc 0.7824 (13.8s) | val_loss 3.3483, acc 0.3225 (5.9s) | lr 2.463e-04 | updates 2848/4800
Ep 90 | train_loss 0.8479, acc 0.7735 (13.8s) | val_loss 3.3294, acc 0.3294 (6.3s) | lr 2.423e-04 | updates 2880/4800
Ep 91 | train_loss 0.7947, acc 0.7931 (13.8s) | val_loss 3.3134, acc 0.3284 (5.9s) | lr 2.383e-04 | updates 2912/4800
Ep 92 | train_loss 0.7824, acc 0.7971 (13.8s) | val_loss 3.3413, acc 0.3275 (5.7s) | lr 2.342e-04 | updates 2944/4800
Ep 93 | train_loss 0.8063, acc 0.7735 (13.8s) | val_loss 3.4094, acc 0.3216 (6.2s) | lr 2.302e-04 | updates 2976/4800
Ep 94 | train_loss 0.7568, acc 0.8039 (13.8s) | val_loss 3.3521, acc 0.3324 (5.9s) | lr 2.261e-04 | updates 3008/4800
Ep 95 | train_loss 0.7754, acc 0.7765 (13.7s) | val_loss 3.4092, acc 0.3157 (5.9s) | lr 2.221e-04 | updates 3040/4800
Ep 96 | train_loss 0.7391, acc 0.8010 (13.8s) | val_loss 3.3255, acc 0.3382 (5.9s) | lr 2.181e-04 | updates 3072/4800
Ep 97 | train_loss 0.7260, acc 0.8039 (13.7s) | val_loss 3.4384, acc 0.3225 (6.1s) | lr 2.140e-04 | updates 3104/4800
Ep 98 | train_loss 0.7631, acc 0.7912 (13.8s) | val_loss 3.3885, acc 0.3461 (6.0s) | lr 2.100e-04 | updates 3136/4800
Ep 99 | train_loss 0.7507, acc 0.8029 (13.8s) | val_loss 3.4146, acc 0.3314 (5.9s) | lr 2.059e-04 | updates 3168/4800
Ep100 | train_loss 0.6915, acc 0.8157 (13.7s) | val_loss 3.4039, acc 0.3549 (5.9s) | lr 2.019e-04 | updates 3200/4800
Ep101 | train_loss 0.6309, acc 0.8412 (13.7s) | val_loss 3.4680, acc 0.3343 (6.1s) | lr 1.979e-04 | updates 3232/4800
Ep102 | train_loss 0.6909, acc 0.8157 (13.8s) | val_loss 3.4677, acc 0.3392 (6.6s) | lr 1.938e-04 | updates 3264/4800
