Epochs: 1
------------------------------------------------------------------------
Ep  1 | train_loss 3.6361, acc 0.0408 (104.9s) | val_loss 3.5104, acc 0.0531 (32.1s) | lr -5.263e-06 | updates 115/115
------------------------------------------------------------------------
Log saved to: /mnt/drive7/projects/my_project/RACE_Attention/trial_exact_flash_K2_L5_M1_VIT.txt
Epochs: 150
------------------------------------------------------------------------
Ep125 | train_loss 0.4210, acc 0.8823 (104.9s) | val_loss 4.4401, acc 0.2388 (32.3s) | lr 1.010e-04 | updates 14375/17250
Ep126 | train_loss 0.4123, acc 0.8929 (104.9s) | val_loss 4.3974, acc 0.2445 (32.2s) | lr 9.693e-05 | updates 14490/17250
Ep127 | train_loss 0.3961, acc 0.9024 (104.9s) | val_loss 4.4552, acc 0.2393 (32.2s) | lr 9.289e-05 | updates 14605/17250
Ep128 | train_loss 0.4167, acc 0.8924 (104.8s) | val_loss 4.4627, acc 0.2352 (32.1s) | lr 8.885e-05 | updates 14720/17250
Ep129 | train_loss 0.4125, acc 0.8916 (104.9s) | val_loss 4.4125, acc 0.2325 (32.1s) | lr 8.481e-05 | updates 14835/17250
Ep130 | train_loss 0.3984, acc 0.8932 (104.9s) | val_loss 4.4645, acc 0.2358 (32.1s) | lr 8.077e-05 | updates 14950/17250
Ep131 | train_loss 0.3839, acc 0.9005 (105.0s) | val_loss 4.4039, acc 0.2379 (32.2s) | lr 7.673e-05 | updates 15065/17250
Ep132 | train_loss 0.3891, acc 0.8984 (104.9s) | val_loss 4.4077, acc 0.2333 (32.2s) | lr 7.269e-05 | updates 15180/17250
Ep133 | train_loss 0.3943, acc 0.8984 (105.0s) | val_loss 4.4297, acc 0.2450 (32.2s) | lr 6.865e-05 | updates 15295/17250
Ep134 | train_loss 0.4043, acc 0.8973 (104.8s) | val_loss 4.3810, acc 0.2415 (32.2s) | lr 6.461e-05 | updates 15410/17250
Ep135 | train_loss 0.3961, acc 0.8918 (104.9s) | val_loss 4.5009, acc 0.2363 (32.3s) | lr 6.057e-05 | updates 15525/17250
Ep136 | train_loss 0.3894, acc 0.8940 (104.9s) | val_loss 4.4727, acc 0.2390 (32.3s) | lr 5.653e-05 | updates 15640/17250
Ep137 | train_loss 0.3684, acc 0.9038 (104.9s) | val_loss 4.4854, acc 0.2382 (32.2s) | lr 5.249e-05 | updates 15755/17250
Ep138 | train_loss 0.3625, acc 0.9033 (2663.2s) | val_loss 4.4484, acc 0.2467 (31.9s) | lr 4.845e-05 | updates 15870/17250
Ep139 | train_loss 0.3452, acc 0.9147 (104.8s) | val_loss 4.5014, acc 0.2448 (32.2s) | lr 4.441e-05 | updates 15985/17250
Ep140 | train_loss 0.3691, acc 0.9038 (104.8s) | val_loss 4.4935, acc 0.2458 (32.2s) | lr 4.037e-05 | updates 16100/17250
Ep141 | train_loss 0.3535, acc 0.9065 (104.9s) | val_loss 4.4701, acc 0.2407 (32.2s) | lr 3.633e-05 | updates 16215/17250
Ep142 | train_loss 0.3345, acc 0.9046 (104.9s) | val_loss 4.4809, acc 0.2456 (32.2s) | lr 3.229e-05 | updates 16330/17250
Ep143 | train_loss 0.3295, acc 0.9155 (104.8s) | val_loss 4.4696, acc 0.2437 (32.2s) | lr 2.825e-05 | updates 16445/17250
Ep144 | train_loss 0.3289, acc 0.9095 (104.9s) | val_loss 4.5095, acc 0.2374 (32.2s) | lr 2.421e-05 | updates 16560/17250
Ep145 | train_loss 0.3250, acc 0.9128 (104.9s) | val_loss 4.4920, acc 0.2437 (32.2s) | lr 2.017e-05 | updates 16675/17250
Ep146 | train_loss 0.3224, acc 0.9152 (104.8s) | val_loss 4.4827, acc 0.2431 (32.3s) | lr 1.613e-05 | updates 16790/17250
Ep147 | train_loss 0.3438, acc 0.9160 (104.9s) | val_loss 4.4804, acc 0.2431 (32.2s) | lr 1.209e-05 | updates 16905/17250
Ep148 | train_loss 0.3158, acc 0.9207 (104.8s) | val_loss 4.4817, acc 0.2445 (32.2s) | lr 8.045e-06 | updates 17020/17250
Ep149 | train_loss 0.3530, acc 0.9084 (104.8s) | val_loss 4.4824, acc 0.2450 (32.2s) | lr 4.005e-06 | updates 17135/17250
Ep150 | train_loss 0.3296, acc 0.9128 (104.9s) | val_loss 4.4753, acc 0.2442 (32.1s) | lr -3.513e-08 | updates 17250/17250
------------------------------------------------------------------------
Log saved to: /mnt/drive7/projects/my_project/RACE_Attention/trial_exact_flash_K2_L5_M1_VIT.txt
Epochs: 150
------------------------------------------------------------------------
Ep  1 | train_loss 4.5039, acc 0.0225 (29.5s) | val_loss 4.0327, acc 0.0676 (9.4s) | lr 4.125e-04 | updates 32/4800
Ep  2 | train_loss 3.9902, acc 0.0559 (29.6s) | val_loss 3.6630, acc 0.1088 (9.4s) | lr 5.979e-04 | updates 64/4800
Ep  3 | train_loss 3.6461, acc 0.1020 (29.6s) | val_loss 3.5096, acc 0.1412 (9.3s) | lr 5.938e-04 | updates 96/4800
Ep  4 | train_loss 3.4662, acc 0.1206 (29.5s) | val_loss 3.3222, acc 0.1882 (9.4s) | lr 5.898e-04 | updates 128/4800
Ep  5 | train_loss 3.2331, acc 0.1824 (29.5s) | val_loss 3.3157, acc 0.1618 (9.4s) | lr 5.857e-04 | updates 160/4800
Ep  6 | train_loss 3.1405, acc 0.1863 (29.5s) | val_loss 3.1474, acc 0.2314 (9.4s) | lr 5.817e-04 | updates 192/4800
Ep  7 | train_loss 2.9544, acc 0.2284 (29.5s) | val_loss 3.0548, acc 0.2353 (9.4s) | lr 5.777e-04 | updates 224/4800
Ep  8 | train_loss 2.8582, acc 0.2441 (29.5s) | val_loss 2.9790, acc 0.2490 (9.3s) | lr 5.736e-04 | updates 256/4800
Ep  9 | train_loss 2.7450, acc 0.2804 (29.5s) | val_loss 2.9000, acc 0.2608 (9.4s) | lr 5.696e-04 | updates 288/4800
Ep 10 | train_loss 2.6807, acc 0.2775 (29.5s) | val_loss 2.8709, acc 0.2775 (9.4s) | lr 5.655e-04 | updates 320/4800
Ep 11 | train_loss 2.6041, acc 0.3137 (29.5s) | val_loss 2.7776, acc 0.3127 (9.4s) | lr 5.615e-04 | updates 352/4800
Ep 12 | train_loss 2.4833, acc 0.3275 (29.5s) | val_loss 2.7862, acc 0.3029 (9.4s) | lr 5.574e-04 | updates 384/4800
Ep 13 | train_loss 2.3814, acc 0.3598 (29.5s) | val_loss 2.7816, acc 0.2951 (9.4s) | lr 5.534e-04 | updates 416/4800
Ep 14 | train_loss 2.3612, acc 0.3529 (29.5s) | val_loss 2.7295, acc 0.3059 (9.4s) | lr 5.494e-04 | updates 448/4800
Ep 15 | train_loss 2.2274, acc 0.3853 (29.5s) | val_loss 2.6759, acc 0.3275 (9.4s) | lr 5.453e-04 | updates 480/4800
Ep 16 | train_loss 2.1819, acc 0.4059 (29.5s) | val_loss 2.6682, acc 0.3294 (9.4s) | lr 5.413e-04 | updates 512/4800
Ep 17 | train_loss 2.1030, acc 0.4392 (29.5s) | val_loss 2.6580, acc 0.3441 (9.4s) | lr 5.372e-04 | updates 544/4800
Ep 18 | train_loss 1.9655, acc 0.4500 (29.5s) | val_loss 2.5825, acc 0.3618 (9.3s) | lr 5.332e-04 | updates 576/4800
Ep 19 | train_loss 2.0093, acc 0.4373 (29.5s) | val_loss 2.6861, acc 0.3382 (9.4s) | lr 5.292e-04 | updates 608/4800
